,date,replies_count,retweets_count,likes_count,video,positive,death,word_count,avg_word_length,stopwords_count,char_count,clean_text,Sentiment,Target
0,1579651200000000000,9465,17624,88225,0,2,2.0,22,5.454545454545454,7,141,making great progress davos tremendous numbers companies coming returning hottest economy jobs jobs jobs,0.5666666666666667,4.0
1,1579651200000000000,8643,24619,98960,0,2,2.0,11,8.166666666666666,5,109,sorry come immediately sent back,-0.25,4.0
2,1579651200000000000,7035,24342,97513,0,2,2.0,6,12.571428571428571,2,94,fridaybig crowd,0.0,4.0
3,1579651200000000000,3436,12031,50605,0,2,2.0,2,20.333333333333332,0,63,true,0.35,4.0
4,1579651200000000000,18086,19899,122408,0,2,2.0,2,6.0,0,13,pressure,0.0,4.0
5,1579651200000000000,2228,8103,39527,0,2,2.0,4,14.0,1,74,great,0.8,4.0
6,1579651200000000000,1777,7588,36498,0,2,2.0,6,12.428571428571429,2,93,great working maria,0.8,4.0
7,1579651200000000000,8460,19473,102575,0,2,2.0,48,4.229166666666667,21,250,many great things signed giant trade deal china bring china closer together many ways terrific working president truly loves country much come,0.3333333333333333,4.0
8,1579651200000000000,2116,4824,23572,0,2,2.0,20,5.1,7,121,interviewed eastern joesquawk cnbc world economic forum davos switzerland enjoy,0.30000000000000004,4.0
9,1579651200000000000,10559,21869,89693,0,2,2.0,31,4.354838709677419,14,165,senates mess made house democrats biden admitted went ukraine quid stevescalise foxnews,-0.175,4.0
10,1579651200000000000,8165,19490,70200,1,2,2.0,4,9.75,0,42,thank pictwittercomrqwbqjyza,0.0,4.0
11,1579651200000000000,12348,21748,133992,0,2,2.0,13,4.769230769230769,5,74,taking nomination away bernie second time rigged,0.0,4.0
12,1579651200000000000,2929,6794,31873,0,2,2.0,16,7.117647058823529,4,137,steyer major loser doesnt second time bernie,0.03125,4.0
13,1579651200000000000,2289,8881,31536,0,2,2.0,8,10.11111111111111,0,99,story hope fake news covers,-0.5,4.0
14,1579651200000000000,4755,10359,40194,0,2,2.0,18,7.2631578947368425,8,156,case overwhelming house need demand witnesses senate,0.5,4.0
15,1579651200000000000,2617,6239,27197,0,2,2.0,2,22.666666666666668,0,70,enjoy,0.4,4.0
16,1579651200000000000,6259,11829,61355,0,2,2.0,13,5.615384615384615,2,85,heading back washington davos switzerland successful trip,0.375,4.0
17,1579737600000000000,997,5532,21288,0,2,2.0,5,8.8,1,48,close race kansas pictwittercommexfvhku,0.0,0.0
18,1579737600000000000,1274,5863,22503,0,2,2.0,6,9.5,1,62,interesting poll texas pictwittercomusvapgp,0.5,0.0
19,1579737600000000000,3196,8448,36188,0,2,2.0,4,9.75,0,42,love alabama pictwittercomzdlbdehhvn,0.5,0.0
20,1579737600000000000,7362,11788,46213,0,2,2.0,16,6.0,4,111,poll radical left nothing democrats came florida nice results pictwittercomyyocxwsvh,0.3,0.0
21,1579737600000000000,24475,24477,113809,0,2,2.0,20,4.7,8,113,democrats going destroy social security totally left alone promised save,-0.05555555555555556,0.0
22,1579737600000000000,5158,13673,55496,0,2,2.0,2,20.0,0,62,true,0.35,0.0
23,1579737600000000000,2649,9500,42060,0,2,2.0,7,10.25,2,89,soon,0.0,0.0
24,1579737600000000000,15560,42121,237442,0,2,2.0,8,6.25,2,57,real thank pictwittercomjwyoyiidw,0.2,0.0
25,1579737600000000000,4443,8744,35776,0,2,2.0,14,12.133333333333333,5,196,president trump shows electability match electricity kellyannepolls,0.0,0.0
26,1579737600000000000,2994,12568,51964,0,2,2.0,20,7.428571428571429,7,176,carlos exciting great florida great complete total endorsement,0.4,0.0
27,1579737600000000000,16216,20835,116190,0,2,2.0,36,4.25,16,188,crazy bernie takes lead democrat primaries looking like dems never allow sleepy able stumble across finish line,-0.04999999999999999,0.0
28,1579737600000000000,12878,20638,89765,0,2,2.0,14,5.857142857142857,6,95,democrats conceded president trump committed crime arifleischer,0.0,0.0
29,1579737600000000000,4554,11489,47963,0,2,2.0,34,5.529411764705882,8,221,united states looks forward welcoming prime minister netanyahu blue white chairman gantzbe whitehouse next week reports details timing closelyheld peace plan purely speculative,0.05357142857142857,0.0
30,1579737600000000000,18848,23820,95806,0,2,2.0,42,5.690476190476191,13,280,democrats dont want witness trade shifty schiff bidens fake whistleblower lawyer second whistleblower vanished released transcripts socalled informer many democrat disasters would problem,0.0,0.0
31,1579737600000000000,6415,15214,69891,0,2,2.0,15,6.133333333333334,4,106,schiff doesnt case telling truth manufacturing things rush limbaugh foxandfriends,0.0,0.0
32,1579737600000000000,4871,15656,68869,0,2,2.0,22,4.454545454545454,9,119,evidence crime robert charles asst secy state crimes committed side,0.0,0.0
33,1579737600000000000,4658,10704,41541,0,2,2.0,40,5.8,4,271,election becsuse weaponizes process initiated exceedingly rare circumstances never used partisan purposes heatherchilders foxnews democrats trying hard damage republicans prior election,0.002777777777777768,0.0
34,1579737600000000000,4805,12951,53443,0,2,2.0,41,5.195121951219512,16,253,impeachment cant work fiction theory case filling gaps presumptions president weak presentation self indulgent didnt deliver goods robert charles heatherchilders foxnews,-0.375,0.0
35,1579737600000000000,25255,27262,123606,0,2,2.0,47,4.957446808510638,16,279,democrat house would give lawyers witness demand republican senate produce witnesses house never sought even asked chance pretended rush unfair corrupt hearing congressional history,-0.5,0.0
36,1579737600000000000,9135,19187,75636,0,2,2.0,41,5.7560975609756095,9,276,attorney generals states urging senate reject impeachment articles legal factual problems democrats case sets dangerous historical precedent even unsuccessful effort impeach president undermines integrity,-0.13333333333333333,0.0
37,1579737600000000000,14461,20736,72003,0,2,2.0,39,6.051282051282051,10,274,democrats shifty schiff whose presentation senate loaded lies misrepresentations refusing state obama administration withheld many countries including ukraine pakistan philippines egypt honduras mexico witch hunt,0.5,0.0
38,1579737600000000000,10399,16689,75874,0,2,2.0,47,4.872340425531915,17,275,mini mike bloomberg playing poker foolhardy unsuspecting democrat rivals says loses really means primaries spend money helping whoever democrat nominee figures wont hard,-0.13055555555555556,0.0
39,1579737600000000000,8369,10329,46826,0,2,2.0,46,4.673913043478261,25,260,hopeless presidential campaign remain silent fact mini losses spending little money clowns consider biggest clown right,0.03273809523809523,0.0
40,1579737600000000000,14525,18733,88761,0,2,2.0,11,5.363636363636363,4,69,undermining next election peek foxnews,0.0,0.0
41,1579737600000000000,10895,19381,101904,0,2,2.0,17,4.411764705882353,7,91,matter give radical left nothing democrats never enough,0.0,0.0
42,1579824000000000000,14804,22343,90934,0,2,2.0,47,4.914893617021277,9,277,anything else radical left nothing democrats like omar cryin chuck nervous nancy shifty schiff angry deranged fact republicans federal judges great supreme court justices dont blame blame obama,0.10000000000000002,0.0
43,1579824000000000000,3743,10822,47789,0,2,2.0,46,5.6521739130434785,22,305,honor welcome nations mayors whitehouse continue strengthen bonds cooperation federal local governments deliver great jobs excellent schools affordable healthcare safe communities people pictwittercomqwyzslyq,0.62,0.0
44,1579824000000000000,39235,38774,169012,0,2,2.0,32,5.875,11,219,consultation great military leaders designers others pleased present logo united states space force sixth branch magnificent military pictwittercomtcptyhft,0.35000000000000003,0.0
45,1579824000000000000,13256,28330,125071,0,2,2.0,39,5.076923076923077,14,236,china working hard contain coronavirus united states greatly appreciates efforts transparency work well particular behalf american people want thank president,0.16874999999999998,0.0
46,1579824000000000000,27124,26148,126518,0,2,2.0,51,4.254901960784314,21,267,nothing democrats keep repeating repeating stuff impeachment hoax want time even though wrong thing ought back work great american people,0.07500000000000001,0.0
47,1579824000000000000,19505,16756,91702,0,2,2.0,3,6.333333333333333,0,21,read transcripts,0.0,0.0
48,1579824000000000000,6644,12782,54576,0,2,2.0,4,14.2,1,75,great,0.8,0.0
49,1579824000000000000,1835,9852,34690,0,2,2.0,46,5.108695652173913,16,280,foreign power engaged clandestine intelligence activities still asked renewal times gave right government rifle trump campaigns files emails text messages illegal foxnews,-0.1130952380952381,0.0
50,1579824000000000000,9945,19584,89494,0,2,2.0,31,4.645161290322581,8,174,impeachment hoax interfering election idea behind radical left nothing dems scam attack always knew nothing wrong,-0.3,0.0
51,1579824000000000000,4956,11106,56133,0,2,2.0,47,4.9787234042553195,16,280,often asked question well isnt president going stronger harder beat survives answer congress choice constitutional responsibility biden pres candidate even agrees foxandfriends,-0.1,0.0
52,1579824000000000000,22848,16557,71585,0,2,2.0,49,4.714285714285714,20,279,treated unbelievably unfairly house endure hour hour lies fraud deception shifty schiff cryin chuck schumer crew looks like lawyers forced start saturday called death valley,-0.4,0.0
53,1579824000000000000,3828,12238,56259,0,2,2.0,35,4.914285714285715,13,206,jeanne mancini president march life never president united states actually come person march life later jeanne heatherchilders foxnews,0.0,0.0
54,1579824000000000000,2047,14188,52331,0,2,2.0,49,4.591836734693878,23,273,frances hakes former federal prosecutor really significant debunked steele dossier january even even knew sources knew carter page agent,0.1875,0.0
55,1579824000000000000,11334,23060,87531,0,2,2.0,30,4.7,10,170,explain hunter biden billion half dollars china invest business days lindseygrahamsc foxnews,-0.16666666666666666,0.0
56,1579824000000000000,4953,10887,53536,0,2,2.0,11,6.7272727272727275,2,84,state attorney generals denouncing impeachment president trump foxnews,0.0,0.0
57,1579824000000000000,6345,12281,47464,0,2,2.0,11,8.583333333333334,4,114,cryin chuck never takes never,0.0,0.0
58,1579910400000000000,2511,9454,36865,0,2,2.0,2,22.666666666666668,0,70,true,0.35,0.0
59,1579910400000000000,21975,43561,121906,1,2,2.0,6,9.0,1,59,democrats watch pictwittercomwfkprlv,0.0,0.0
60,1579910400000000000,10007,23889,103909,0,2,2.0,20,5.65,3,132,iranian foreign minister says iran wants negotiate united states wants sanctions removed foxnews oann thanks,0.11875000000000001,0.0
61,1579910400000000000,3376,7383,34814,0,2,2.0,19,5.526315789473684,5,123,previous quote great republican senator inhofe oklahoma chairman senate armed services committee,0.3166666666666667,0.0
62,1579910400000000000,2731,9585,47104,0,2,2.0,8,4.25,4,41,judges right,0.2857142857142857,0.0
63,1579910400000000000,16235,23293,113920,0,2,2.0,49,4.73469387755102,20,280,dont come court witnesses youve already presented case unless know case working think real motivation keep president busy great economy building military look,0.25,0.0
64,1579910400000000000,2805,8079,35222,0,2,2.0,9,9.2,4,101,martha great leader issue,0.8,0.0
65,1579910400000000000,1186,7156,29199,0,2,2.0,4,14.8,0,78,three great,0.8,0.0
66,1579910400000000000,3629,19152,97745,0,2,2.0,4,14.4,1,76,thank nick,0.0,0.0
67,1579910400000000000,30270,29027,131194,0,2,2.0,47,4.8936170212765955,17,276,fair minded person watching senate trial today would able unfairly treated indeed totally partisan impeachment hoax everybody including democrats truly knows never allowed happen,0.175,0.0
68,1579910400000000000,64632,27599,110884,0,2,2.0,47,4.957446808510638,9,279,case lyin cheatin liddle adam shifty schiff cryin chuck schumer nervous nancy pelosi leader dumb rock entire radical left nothing democrat party starts today foxnews oann fake news fake news msdnc,-0.275,0.0
69,1579910400000000000,5509,13859,61911,0,2,2.0,44,5.488372093023256,17,279,secondly fulfilling every promise made making opponents apoplectic theyre trying office theyre going succeed pastor robert jeffress author choosing extraordinary life thank pastor loudobbs foxbus,0.16666666666666666,0.0
70,1579910400000000000,8057,19437,90699,0,2,2.0,45,5.2444444444444445,14,280,like president trumps tweets social media like everything himand ukraine stuff trial impeachment isnt ukraine donald trump committed unpardonable sins eyes democrats beat hillary clinton,0.03333333333333333,0.0
